,Age Score,Percent Female,Percent Caucasian,Avg APR Severity,Avg APR Mortality Risk,Percent Emergency Admission
All Diagnoses,2.5387478849407783,0.5812182741116751,0.9455160744500846,2.0829103214890017,1.8321489001692048,0.665989847715736
Infection,3.249075215782984,0.561035758323058,0.969173859432799,2.7003699136868065,2.5462392108508016,0.9260172626387176
Neurological,2.142857142857143,0.6190476190476191,0.9523809523809523,2.4285714285714284,2.0476190476190474,0.9047619047619048
,0.0,0.0,0.0,0.0,0.0,0.0
Metal Health,1.112701252236136,0.5116279069767442,0.9159212880143113,1.6046511627906976,1.0626118067978534,0.8872987477638641
Respiratory,3.2857142857142856,0.5189504373177842,0.9460641399416909,2.6661807580174925,2.4518950437317786,0.9314868804664723
Drug Issue,2.2093023255813953,0.43023255813953487,0.8953488372093024,2.1744186046511627,1.4069767441860466,0.8953488372093024
Cardiology,2.4700996677740865,0.473421926910299,0.9651162790697675,2.416943521594684,2.3754152823920265,0.8704318936877077
Diabetes,1.5769230769230769,0.5192307692307693,0.9423076923076923,2.5,1.8076923076923077,0.9423076923076923
Circulatory,2.216417910447761,0.5223880597014925,0.9477611940298507,2.216417910447761,2.1940298507462686,0.8582089552238806
Cancer,1.4761904761904763,0.5714285714285714,0.9285714285714286,2.7857142857142856,2.5714285714285716,0.8809523809523809
Trauma,1.2857142857142858,0.2857142857142857,1.0,2.4285714285714284,2.0,1.0
