,Age Score,Percent Female,Percent Caucasian,Avg APR Severity,Avg APR Mortality Risk,Percent Emergency Admission
All Diagnoses,1.0,1.0,1.0,1.0,1.0,1.0
Infection,1.1818625776252834,0.934432789153064,1.0203925700877097,1.2639625089358997,1.318629799741359,1.3403654145094641
Neurological,0.8046598605074297,0.9134534122121275,1.03588491898629,1.0389514218009477,0.9453796145809148,1.2837100545596258
,0.0,0.0,0.0,0.0,0.0,0.0
Metal Health,0.39001342420006296,0.6964294106912323,0.9662748846259198,0.8587530511259486,0.6472969156329842,1.2455503368389156
Respiratory,1.2052764581016882,1.009845763786182,1.0201911092646447,1.1716429699842024,1.1721383793824007,1.2783320342946218
Drug Issue,0.5742400203921086,0.47070063109159554,0.940987337656473,1.0705062160862697,0.8534741220056329,1.4542512453827645
Cardiology,1.0182995084440551,0.948955716756266,1.0191331524480212,1.2124136160032246,1.3528861524114728,1.3969958526986326
Diabetes,1.0975437177802487,0.850623283329812,0.9968148455892535,1.0760926803580833,1.0575032892191008,1.259937646141855
Circulatory,1.3440594359648237,0.9526980773293893,1.0289156626506024,1.0809913112164298,1.1381379150220572,1.1731683554169914
Cancer,0.5976253605890723,0.8744169416047716,1.009811127800326,1.2323793899623283,1.2354485542319302,0.9984411535463756
Trauma,0.110987566966542,1.159940840904289,1.0643955130868301,0.5059241706161137,0.7648014859530997,1.4976617303195636
